birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
,,"Rybakina, Elena",,http://www.wtatennis.com/players/player/25826/title/elena-rybakina,RUS,,17-Jun-99,958,958,,3,10
,,"Chen, Kelly",,http://www.wtatennis.com/players/player/23835/title/kelly-chen,USA,,09-May-99,959,959,,3,10
,,"Fedoryshyn, Anastasiya",,http://www.wtatennis.com/players/player/21051/title/anastasiya-fedoryshyn,UKR,,29-Apr-97,960,960,,4,10
,,"Vaidya, Kanika",,http://www.wtatennis.com/players/player/18311/title/kanika-vaidya,IND,,27-Mar-95,961,961,,4,10
,,"Shakhraychuk, Angelina",,http://www.wtatennis.com/players/player/24587/title/angelina-shakhraychuk,UKR,,05-Nov-99,962,962,,5,10
,,"Kawasaki, Yoshimi",,http://www.wtatennis.com/players/player/14463/title/yoshimi-kawasaki,JPN,,17-Jun-89,962,962,,5,10
,,"Fujioka, Nozomi",,http://www.wtatennis.com/players/player/19767/title/nozomi-fujioka,JPN,,11-Mar-93,962,962,,5,10
,,"Temin, Marie",,http://www.wtatennis.com/players/player/18421/title/marie-temin,FRA,,24-Jul-92,965,1102,,5,10
,,"Novikova, Polina",,http://www.wtatennis.com/players/player/25958/title/polina-novikova,RUS,,16-Feb-98,965,966,,5,10
,,"Yusupova, Guzal",,http://www.wtatennis.com/players/player/20622/title/guzal-yusupova,UZB,,19-Dec-97,967,967,,6,10
,,"Patrascu, Maria",,http://www.wtatennis.com/players/player/20048/title/maria-patrascu,CAN,,19-Jan-97,967,967,,6,10
,,"Masuri, Ester",,http://www.wtatennis.com/players/player/12127/title/ester-masuri,ISR,,26-Dec-89,967,967,,6,10
,,"Jovanovic, Masa",,http://www.wtatennis.com/players/player/21467/title/masa-jovanovic,AUS,,23-Nov-94,967,967,,6,10
,,"Vlkovska, Veronika",,http://www.wtatennis.com/players/player/26429/title/veronika-vlkovska,CZE,,06-Sep-97,971,971,,6,10
,,"Van Cauter, Anais",,http://www.wtatennis.com/players/player/14897/title/anais-van-cauter,FRA,,15-Jan-89,971,971,,6,10
,,"Slovakova, Anna",,http://www.wtatennis.com/players/player/23628/title/anna-slovakova,CZE,,04-Apr-99,971,971,,6,10
,,"Rebersak, Polona",,http://www.wtatennis.com/players/player/11047/title/polona-rebersak,SLO,,09-Feb-87,974,975,,6,10
,,"Brozda, Olga",,http://www.wtatennis.com/players/player/9540/title/olga-brozda,POL,,26-Jan-86,974,975,,6,10
,,"Talaba, Gabriela",,http://www.wtatennis.com/players/player/19566/title/gabriela-talaba,ROU,,23-Aug-95,976,977,,7,10
,,"Pushkarevsky, Alona",,http://www.wtatennis.com/players/player/21426/title/alona-pushkarevsky,ISR,,28-Jan-97,976,977,,7,10
,,"Lee, Ji-Hee",,http://www.wtatennis.com/players/player/13386/title/ji-hee-lee,KOR,,24-May-89,978,979,,7,10
,,"Kolb, Nadiya",,http://www.wtatennis.com/players/player/16238/title/nadiya-kolb,UKR,,19-Jan-93,978,979,,7,10
,,"Boren, Brynn",,http://www.wtatennis.com/players/player/15795/title/brynn-boren,USA,,01-Aug-91,980,982,,8,10
,,"Turati, Anna",,http://www.wtatennis.com/players/player/22495/title/anna-turati,ITA,,17-Jun-97,981,983,,8,10
,,"Stefanini, Lucrezia",,http://www.wtatennis.com/players/player/24610/title/lucrezia-stefanini,ITA,,15-May-98,981,983,,8,10
,,"Kobelt, Madeleine",,http://www.wtatennis.com/players/player/17895/title/madeleine-kobelt,USA,,19-Mar-92,981,983,,8,10
,,"Guimaraes Bueno, Flavia",,http://www.wtatennis.com/players/player/14677/title/flavia-guimaraes-bueno,BRA,,13-May-92,981,983,,8,10
,,"Ciobanu, Daniela",,http://www.wtatennis.com/players/player/18056/title/daniela-ciobanu,MDA,,09-Mar-95,981,983,,8,10
,,"Ladurner, Jasmin",,http://www.wtatennis.com/players/player/16986/title/jasmin-ladurner,ITA,,14-Jun-91,986,951,,9,10
,,"Zhang, Ying",,http://www.wtatennis.com/players/player/22907/title/ying-zhang,CHN,,15-Apr-96,987,989,,8,9
,,"Antonitsch, Mira",,http://www.wtatennis.com/players/player/25294/title/mira-antonitsch,AUT,,16-Dec-98,987,989,,8,9
,,"Grey, Sarah Beth",,http://www.wtatennis.com/players/player/18729/title/sarah-beth-grey,GBR,,10-Aug-95,989,991,,7,9
,,"Lizarazo, Yuliana",,http://www.wtatennis.com/players/player/14836/title/yuliana-lizarazo,COL,,23-May-93,990,992,,4,9
,,"Finck, Sarah",,http://www.wtatennis.com/players/player/19728/title/sarah-finck,FRA,,02-Sep-95,991,993,,6,9
,,"Raszkiewicz, Eva",,http://www.wtatennis.com/players/player/18339/title/eva-raszkiewicz,USA,,22-Dec-92,992,994,,7,9
,,"Daniell, Andie K",,http://www.wtatennis.com/players/player/21390/title/andie-k-daniell,USA,,07-Jan-97,993,995,,3,9
,,"Suhail, Ushna",,http://www.wtatennis.com/players/player/15942/title/ushna-suhail,PAK,,26-Jun-93,994,997,,4,9
,,"Rose, Malika",,http://www.wtatennis.com/players/player/16193/title/malika-rose,USA,,09-Jul-91,995,998,,4,9
,,"Boulter, Katie",,http://www.wtatennis.com/players/player/19112/title/katie-boulter,GBR,,01-Aug-96,996,1056,,4,9
,,"Polanska, Patrycja",,http://www.wtatennis.com/players/player/24452/title/patrycja-polanska,POL,,18-Jul-97,997,999,,5,9
,,"Kim, Sung Hee",,http://www.wtatennis.com/players/player/19265/title/sung-hee-kim,KOR,,27-Apr-94,997,999,,5,9
,,"Shanidze, Ana",,http://www.wtatennis.com/players/player/26728/title/ana-shanidze,GEO,,02-Jun-01,999,1146,,5,9
,,"Lee, Se Jin",,http://www.wtatennis.com/players/player/16492/title/se-jin-lee,KOR,,10-Aug-90,999,1001,,5,9
,,"Smith, Kristina N",,http://www.wtatennis.com/players/player/21266/title/kristina-n-smith,USA,,25-Jan-91,1001,945,,6,9
,,"Pribylova, Anna",,http://www.wtatennis.com/players/player/21732/title/anna-pribylova,RUS,,18-Dec-97,1001,1002,,6,9
,,"Andriamarosoa, Sandra",,http://www.wtatennis.com/players/player/22990/title/sandra-andriamarosoa,MAD,,13-Apr-92,1001,1002,,6,9
,,"Okalova, Martina",,http://www.wtatennis.com/players/player/25066/title/martina-okalova,SVK,,05-Jun-97,1004,979,,6,9
,,"Gutierrez Carrasco, Maria",,http://www.wtatennis.com/players/player/21905/title/maria-gutierrez-carrasco,ESP,,15-Sep-97,1004,1004,,6,9
,,"Failla, Jessica",,http://www.wtatennis.com/players/player/21804/title/jessica-failla,USA,,05-Jun-97,1006,1005,,7,9
,,"Stotyka, Veronika",,http://www.wtatennis.com/players/player/21733/title/veronika-stotyka,UKR,,31-Oct-95,1007,1006,,7,9
,,"Marti Riembau, Ariadna",,http://www.wtatennis.com/players/player/20649/title/ariadna-marti-riembau,ESP,,28-Jun-96,1007,1006,,7,9
,,"Esen, Hulya",,http://www.wtatennis.com/players/player/11572/title/hulya-esen,TUR,,07-Aug-89,1007,1006,,7,9
,,"Bredl, Natasha",,http://www.wtatennis.com/players/player/15449/title/natasha-bredl,AUT,,28-Jul-91,1007,1034,,7,9
,,"Bienkowska, Agata",,http://www.wtatennis.com/players/player/24447/title/agata-bienkowska,POL,,26-Sep-96,1007,1006,,7,9
,,"Tishchenko, Iana",,http://www.wtatennis.com/players/player/19876/title/iana-tishchenko,MDA,,24-Apr-96,1012,988,,8,9
,,"Talcott, Shelby",,http://www.wtatennis.com/players/player/19260/title/shelby-talcott,USA,,14-Jan-93,1012,1039,,8,9
,,"Noel, Mallaurie",,http://www.wtatennis.com/players/player/23440/title/mallaurie-noel,FRA,,27-Nov-94,1012,1010,,8,9
,,"Maetschke, Lisa-Marie",,http://www.wtatennis.com/players/player/17849/title/lisa-marie-maetschke,GER,,19-Apr-95,1012,1010,,8,9
,,"Cho, I-Hsuan",,http://www.wtatennis.com/players/player/24603/title/i-hsuan-cho,TPE,,21-Feb-00,1016,1014,,8,8
,,"Stefani, Luisa",,http://www.wtatennis.com/players/player/22065/title/luisa-stefani,BRA,,09-Aug-97,1017,1015,,4,8
,,"Kulik, Wiktoria",,http://www.wtatennis.com/players/player/25805/title/wiktoria-kulik,POL,,26-May-99,1018,1016,,4,8
,,"Pogrebnyak, Valeriya",,http://www.wtatennis.com/players/player/21688/title/valeriya-pogrebnyak,RUS,,25-Aug-98,1019,1017,,7,8
,,"Coppola, Claudia",,http://www.wtatennis.com/players/player/15973/title/claudia-coppola,ITA,,04-Dec-94,1020,1018,,8,8
,,"Shawky, Nermeen",,http://www.wtatennis.com/players/player/24091/title/nermeen-shawky,EGY,,23-Feb-99,1021,1019,,3,8
,,"Rosenqvist, Julia",,http://www.wtatennis.com/players/player/24073/title/julia-rosenqvist,SWE,,24-Mar-98,1021,1019,,3,8
,,"Rohde-Moe, Caroline",,http://www.wtatennis.com/players/player/14471/title/caroline-rohde-moe,NOR,,10-Apr-92,1021,1019,,3,8
,,"Mun, Viktoryia",,http://www.wtatennis.com/players/player/16700/title/viktoryia-mun,BLR,,14-Dec-94,1021,1019,,3,8
,,"Kolarova, Veronika",,http://www.wtatennis.com/players/player/12238/title/veronika-kolarova,CZE,,26-Nov-88,1021,1019,,3,8
,,"Morales Beckmann, Daniela",,http://www.wtatennis.com/players/player/26347/title/daniela-morales-beckmann,MEX,,21-Jan-98,1026,1024,,3,8
,,"Taluenko, Arina",,http://www.wtatennis.com/players/player/24805/title/arina-taluenko,KAZ,,10-Jan-99,1027,1026,,4,8
,,"Barrere, Eleonore",,http://www.wtatennis.com/players/player/24038/title/eleonore-barrere,FRA,,17-Jun-96,1028,1027,,4,8
,,"Kimhi, May",,http://www.wtatennis.com/players/player/22118/title/may-kimhi,ISR,,18-May-98,1029,1028,,5,8
,,"Easwaramurthi, Ashmitha",,http://www.wtatennis.com/players/player/13193/title/ashmitha-easwaramurthi,IND,,17-Jul-89,1029,1028,,5,8
,,"Palmigiano, Francesca",,http://www.wtatennis.com/players/player/16429/title/francesca-palmigiano,ITA,,27-Oct-94,1031,1030,,5,8
,,"Neuwirth, Yvonne",,http://www.wtatennis.com/players/player/17406/title/yvonne-neuwirth,AUT,,04-Aug-92,1031,1030,,5,8
,,"Nagymihaly, Luca",,http://www.wtatennis.com/players/player/20729/title/luca-nagymihaly,HUN,,27-Sep-97,1031,1066,,5,8
,,"Makhorkina, Anna",,http://www.wtatennis.com/players/player/23518/title/anna-makhorkina,RUS,,30-Jun-97,1031,1030,,5,8
,,"Benaissa, Amira",,http://www.wtatennis.com/players/player/23084/title/amira-benaissa,ALG,,19-Dec-89,1031,1030,,5,8
,,"Thiem, Julia",,http://www.wtatennis.com/players/player/13988/title/julia-thiem,GER,,04-Jul-90,1036,1034,,6,8
,,"Luttikhuis, Nikki",,http://www.wtatennis.com/players/player/18124/title/nikki-luttikhuis,NED,,28-Sep-95,1036,1034,,6,8
,,"James, Elizabeth",,http://www.wtatennis.com/players/player/17519/title/elizabeth-james,AUS,,27-Apr-94,1036,1034,,6,8
,,"Zeballos, Noelia",,http://www.wtatennis.com/players/player/15757/title/noelia-zeballos,BOL,,02-May-94,1039,1076,,7,8
,,"Procacci, Anna",,http://www.wtatennis.com/players/player/24932/title/anna-procacci,ITA,,26-Feb-97,1039,1039,,7,8
,,"Petit, Stephanie",,http://www.wtatennis.com/players/player/20109/title/stephanie-petit,ARG,,25-Aug-96,1039,1039,,7,8
,,"Perez Garcia, Maria Paulina",,http://www.wtatennis.com/players/player/20044/title/maria-paulina-perez-garcia,COL,,10-Jan-96,1039,1039,,7,8
,,"Grimm, Chiara",,http://www.wtatennis.com/players/player/21240/title/chiara-grimm,SUI,,28-Jan-97,1039,1076,,7,8
,,"Dmitrieva, Ksenia",,http://www.wtatennis.com/players/player/20905/title/ksenia-dmitrieva,RUS,,31-Dec-96,1039,1039,,7,8
,,"Crespo Azconzabal, Ailen",,http://www.wtatennis.com/players/player/20551/title/ailen-crespo-azconzabal,ARG,,09-Jan-96,1039,1039,,7,8
,,"Canero Perez, Maria",,http://www.wtatennis.com/players/player/19982/title/maria-canero-perez,ESP,,31-Dec-96,1039,1039,,7,8
,,"Khabibulina, Albina",,http://www.wtatennis.com/players/player/13890/title/albina-khabibulina,UZB,,11-May-92,1047,1047,,8,8
,,"Rueffer, Lena",,http://www.wtatennis.com/players/player/22963/title/lena-rueffer,GER,,23-Aug-98,1048,1048,,3,7
,,"Detiuc, Anastasia",,http://www.wtatennis.com/players/player/25395/title/anastasia-detiuc,MDA,,14-Dec-98,1049,1049,,4,7
,,"Chien, Pei-Ju",,http://www.wtatennis.com/players/player/22608/title/pei-ju-chien,TPE,,06-Jan-99,1049,1049,,4,7
,,"Li, Huijie",,http://www.wtatennis.com/players/player/24082/title/huijie-li,CHN,,14-Jun-96,1051,1051,,5,7
,,"Shao, Yijia",,http://www.wtatennis.com/players/player/24524/title/yijia-shao,CHN,,09-Jan-97,1052,1052,,6,7
,,"Yadav, Mihika",,http://www.wtatennis.com/players/player/25867/title/mihika-yadav,IND,,10-Nov-99,1053,1053,,3,7
,,"Kwon, Jeong",,http://www.wtatennis.com/players/player/22910/title/jeong-kwon,KOR,,20-Jun-95,1053,1053,,3,7
,,"Jandakate, Chompoothip",,http://www.wtatennis.com/players/player/22400/title/chompoothip-jandakate,THA,,03-Nov-95,1053,1053,,3,7
,,"Payola, Julia",,http://www.wtatennis.com/players/player/23433/title/julia-payola,ESP,,08-Jan-98,1056,9999,,3,7
,,"Kolodziejova, Miriam",,http://www.wtatennis.com/players/player/25664/title/miriam-kolodziejova,CZE,,11-Apr-97,1056,1056,,3,7
,,"Horackova, Gabriela",,http://www.wtatennis.com/players/player/15599/title/gabriela-horackova,CZE,,04-Jun-91,1056,1056,,3,7
,,"Bourguignon, Madison",,http://www.wtatennis.com/players/player/20827/title/madison-bourguignon,USA,,19-Sep-97,1056,1056,,3,7
,,"Kuhlman, Josie",,http://www.wtatennis.com/players/player/18887/title/josie-kuhlman,USA,,05-Nov-95,1060,1060,,3,7
,,"Shleptsova, Anastasiya",,http://www.wtatennis.com/players/player/18515/title/anastasiya-shleptsova,BLR,,29-Jun-96,1061,1061,,4,7
,,"Rutarova, Eva",,http://www.wtatennis.com/players/player/20835/title/eva-rutarova,CZE,,21-Jul-95,1061,1061,,4,7
,,"Nazarova, Gyulnara",,http://www.wtatennis.com/players/player/25049/title/gyulnara-nazarova,UKR,,27-Feb-98,1061,1061,,4,7
,,"Mina, Brandy",,http://www.wtatennis.com/players/player/17245/title/brandy-mina,FRA,,24-Jul-94,1061,1061,,4,7
,,"Frapolli, Chiara",,http://www.wtatennis.com/players/player/19433/title/chiara-frapolli,SUI,,24-Aug-96,1061,1061,,4,7
,,"Ibbou, Ines",,http://www.wtatennis.com/players/player/22980/title/ines-ibbou,ALG,,05-Jan-99,1066,1137,,4,7
,,"Zhu, Ai Wen",,http://www.wtatennis.com/players/player/17412/title/ai-wen-zhu,CHN,,22-Sep-94,1067,1067,,5,7
,,"Uzcategui, Aymet",,http://www.wtatennis.com/players/player/20595/title/aymet-uzcategui,VEN,,01-Dec-95,1068,1034,,5,7
,,"Pinto, Giorgia",,http://www.wtatennis.com/players/player/17454/title/giorgia-pinto,ITA,,24-Feb-92,1068,1068,,5,7
,,"Natali, Marianna",,http://www.wtatennis.com/players/player/13208/title/marianna-natali,ITA,,20-Jun-91,1068,1068,,5,7
,,"Kotelesova, Barbara",,http://www.wtatennis.com/players/player/20103/title/barbara-kotelesova,SVK,,12-May-96,1068,1068,,5,7
,,"In-Albon, Ylena",,http://www.wtatennis.com/players/player/22493/title/ylena-in-albon,SUI,,06-Mar-99,1068,1068,,5,7
,,"Engelmann, Jil Nora",,http://www.wtatennis.com/players/player/16732/title/jil-nora-engelmann,GER,,05-Nov-93,1068,1068,,5,7
,,"Czarnik, Paulina",,http://www.wtatennis.com/players/player/20608/title/paulina-czarnik,POL,,15-Jan-94,1068,1068,,5,7
,,"Chantraine, Catherine",,http://www.wtatennis.com/players/player/18048/title/catherine-chantraine,BEL,,19-Mar-93,1068,1068,,5,7
,,"Zerbone, Jennifer",,http://www.wtatennis.com/players/player/18914/title/jennifer-zerbone,FRA,,14-Jun-95,1076,1076,,6,7
,,"Stresnakova, Katarina",,http://www.wtatennis.com/players/player/22807/title/katarina-stresnakova,SVK,,29-Jun-97,1076,1076,,6,7
,,"Sexmilo Pascual, Marta",,http://www.wtatennis.com/players/player/22203/title/marta-sexmilo-pascual,ESP,,11-Jun-96,1076,1076,,6,7
,,"Prenkovic, Linda",,http://www.wtatennis.com/players/player/17661/title/linda-prenkovic,GER,,23-Dec-92,1076,1076,,6,7
,,"Merenkova, Polina",,http://www.wtatennis.com/players/player/17384/title/polina-merenkova,UZB,,11-Nov-95,1076,1076,,6,7
,,"Kaufinger, Ina",,http://www.wtatennis.com/players/player/21116/title/ina-kaufinger,GER,,30-Oct-93,1076,1076,,6,7
,,"Jamrichova, Sandra",,http://www.wtatennis.com/players/player/22032/title/sandra-jamrichova,SVK,,14-Sep-97,1076,1114,,6,7
,,"Hancharova, Lizaveta",,http://www.wtatennis.com/players/player/24703/title/lizaveta-hancharova,BLR,,09-Jun-97,1076,1076,,6,7
,,"Chernetsova, Darya",,http://www.wtatennis.com/players/player/18283/title/darya-chernetsova,BLR,,13-Nov-94,1076,1076,,6,7
,,"Bandecchi, Susan",,http://www.wtatennis.com/players/player/22050/title/susan-bandecchi,SUI,,01-Jul-98,1076,1076,,6,7
"Cologne, Germany",Right-handed (two-handed backhand),"Wessel, Alina",124,http://www.wtatennis.com/players/player/13981/title/alina-wessel,GER,1.7,25-Nov-90,1086,1087,"Cologne, Germany",7,7
,,"Faber, Tea",,http://www.wtatennis.com/players/player/14235/title/tea-faber,CRO,,27-Jun-89,1086,1087,,7,7
,,"Chalaganidze, Tamari",,http://www.wtatennis.com/players/player/18259/title/tamari-chalaganidze,GEO,,14-Oct-95,1086,1087,,7,7
,,"Armitano, Mathilde",,http://www.wtatennis.com/players/player/20402/title/mathilde-armitano,FRA,,04-Jun-97,1086,1087,,7,7
,,"García Vidagany, Beatriz",,http://www.wtatennis.com/players/player/11043/title/beatriz-garcia-vidagany,ESP,,17-Nov-88,1090,1092,,3,6
,,"Shih, Hsin-Yuan",,http://www.wtatennis.com/players/player/27354/title/hsin-yuan-shih,TPE,,20-Jan-00,1091,1093,,4,6
,,"Novotna, Natalie",,http://www.wtatennis.com/players/player/24766/title/natalie-novotna,CZE,,12-Dec-96,1092,1094,,3,6
,,"Kruzhkova, Daria",,http://www.wtatennis.com/players/player/26548/title/daria-kruzhkova,RUS,,07-May-98,1092,1094,,3,6
,,"Johanson, Rosie",,http://www.wtatennis.com/players/player/22560/title/rosie-johanson,CAN,,06-Oct-98,1092,1094,,3,6
,,"Malykh, Polina",,http://www.wtatennis.com/players/player/26189/title/polina-malykh,RUS,,06-Dec-98,1092,1094,,3,6
,,"Civera Lima, Miriam",,http://www.wtatennis.com/players/player/18630/title/miriam-civera-lima,ESP,,18-Dec-95,1092,1094,,3,6
,,"Kim, Ju-Eun",,http://www.wtatennis.com/players/player/12962/title/ju-eun-kim,KOR,,10-May-91,1097,1100,,3,6
,,"Zmau, Michele",,http://www.wtatennis.com/players/player/17695/title/michele-zmau,ROU,,22-May-96,1098,1102,,4,6
,,"Vasilyeva, Liubov",,http://www.wtatennis.com/players/player/16665/title/liubov-vasilyeva,RUS,,11-Feb-94,1098,1102,,4,6
,,"Shimizu, Seira",,http://www.wtatennis.com/players/player/26499/title/seira-shimizu,JPN,,25-Jan-99,1098,1102,,4,6
,,"Shaydullina, Sabina",,http://www.wtatennis.com/players/player/17994/title/sabina-shaydullina,RUS,,07-Feb-96,1098,1102,,4,6
,,"Rana, Shweta Chandra",,http://www.wtatennis.com/players/player/15892/title/shweta-chandra-rana,IND,,09-Aug-93,1098,1102,,4,6
,,"Pairone, Giulia",,http://www.wtatennis.com/players/player/18163/title/giulia-pairone,ITA,,21-Jan-96,1098,1102,,4,6
,,"Mikheeva, Alina",,http://www.wtatennis.com/players/player/15076/title/alina-mikheeva,RUS,,05-Aug-93,1098,1102,,4,6
,,"Dubrovina, Alexandra",,http://www.wtatennis.com/players/player/26361/title/alexandra-dubrovina,RUS,,28-Sep-99,1098,1102,,4,6
,,"Bowtell, Amy",,http://www.wtatennis.com/players/player/16989/title/amy-bowtell,IRL,,16-Sep-93,1098,1102,,4,6
,,"Alhussein Abdel Aziz, Lamis",,http://www.wtatennis.com/players/player/22997/title/lamis-alhussein-abdel-aziz,EGY,,24-Apr-98,1098,1102,,4,6
,,"Vrbenska, Anna",,http://www.wtatennis.com/players/player/22552/title/anna-vrbenska,CZE,,29-Nov-96,1108,1114,,5,6
,,"Tahan, Maya",,http://www.wtatennis.com/players/player/24509/title/maya-tahan,ISR,,09-Jan-99,1108,1114,,5,6
,,"Smirnova, Victoria",,http://www.wtatennis.com/players/player/23151/title/victoria-smirnova,BEL,,30-Sep-98,1108,1114,,5,6
,,"Shakovets, Christina",,http://www.wtatennis.com/players/player/18393/title/christina-shakovets,GER,,29-Apr-94,1108,1114,,5,6
,,"Serrano Garcia, Natalia",,http://www.wtatennis.com/players/player/22085/title/natalia-serrano-garcia,ESP,,17-Mar-97,1108,1114,,5,6
,,"Liu, Si Qi",,http://www.wtatennis.com/players/player/21045/title/si-qi-liu,CHN,,07-Jan-95,1108,1114,,5,6
,,"Jablonovska, Jana",,http://www.wtatennis.com/players/player/21120/title/jana-jablonovska,SVK,,03-Feb-96,1108,1114,,5,6
,,"Kallmunzerova, Natalie",,http://www.wtatennis.com/players/player/26353/title/natalie-kallmunzerova,CZE,,11-Jun-97,1108,1114,,5,6
,,"Herazo Gonzalez, Maria",,http://www.wtatennis.com/players/player/21290/title/maria-herazo-gonzalez,COL,,22-Mar-97,1108,1114,,5,6
,,"Dmitrieva, Sofia",,http://www.wtatennis.com/players/player/18928/title/sofia-dmitrieva,RUS,,11-Aug-94,1108,1114,,5,6
,,"Devits, Mathilde",,http://www.wtatennis.com/players/player/22882/title/mathilde-devits,BEL,,14-Apr-97,1108,1114,,5,6
,,"Carrillo Marin, Alba",,http://www.wtatennis.com/players/player/22488/title/alba-carrillo-marin,ESP,,06-Mar-96,1108,971,,5,6
,,"Verster, Nelise",,http://www.wtatennis.com/players/player/20790/title/nelise-verster,RSA,,04-Jun-96,1120,1127,,6,6
,,"Walters, Alexandra",,http://www.wtatennis.com/players/player/15003/title/alexandra-walters,AUS,,14-Jul-92,1120,1127,,6,6
,,"Takamura, Satsuki",,http://www.wtatennis.com/players/player/24876/title/satsuki-takamura,JPN,,24-Sep-99,1120,1172,,6,6
,,"Ponomar, Lisa",,http://www.wtatennis.com/players/player/22783/title/lisa-ponomar,GER,,21-May-97,1120,1127,,6,6
,,"Leivo, Ella",,http://www.wtatennis.com/players/player/15717/title/ella-leivo,FIN,,26-Jul-94,1120,1127,,6,6
,,"Kyrpot, Olena",,http://www.wtatennis.com/players/player/18363/title/olena-kyrpot,UKR,,04-Apr-94,1120,1127,,6,6
,,"Hurst, Emma",,http://www.wtatennis.com/players/player/25613/title/emma-hurst,GBR,,21-Jun-96,1120,1127,,6,6
,,"Black, Tornado Alicia",,http://www.wtatennis.com/players/player/20825/title/tornado-alicia-black,USA,,12-May-98,1127,1091,,4,5
,,"Sills, Savannah",,http://www.wtatennis.com/players/player/24314/title/savannah-sills,GBR,,21-Mar-97,1128,1133,,3,5
"Oklahoma City, OK, USA",Right-handed (two-handed backhand),"Lee-Waters, Lindsay",135,http://www.wtatennis.com/players/player/4792/title/lindsay-lee-waters,USA,1.73,28-Jun-77,1128,1133,"Dunwoody, GA, USA",3,5
,,"Jeukeng, Anne-Liz",,http://www.wtatennis.com/players/player/17934/title/anne-liz-jeukeng,USA,,26-May-96,1128,1133,,3,5
"Toronto, Canada",Right-handed (two-handed backhand),"Drake, Maureen",150,http://www.wtatennis.com/players/player/1788/title/maureen-drake,CAN,1.75,21-Mar-71,1128,1101,"Toronto, Canada",3,5
,,"Asghar, Jasmine Amber",,http://www.wtatennis.com/players/player/22614/title/jasmine-amber-asghar,GBR,,08-Sep-97,1128,1133,,3,5
,,"Tinjic, Jasmina",,http://www.wtatennis.com/players/player/13441/title/jasmina-tinjic,BIH,,27-Feb-91,1133,1137,,3,5
"Zheng Zhou, China",,"Tang, Hao Chen",,http://www.wtatennis.com/players/player/16485/title/hao-chen-tang,CHN,,21-Feb-94,1133,1137,,3,5
,,"Saitova, Anastasiya",,http://www.wtatennis.com/players/player/17968/title/anastasiya-saitova,RUS,,16-Feb-95,1133,9999,,3,5
,,"Melsted, Cecilie",,http://www.wtatennis.com/players/player/17942/title/cecilie-melsted,DEN,,05-Feb-95,1133,1137,,3,5
,,"Kalva, Bhuvana",,http://www.wtatennis.com/players/player/20074/title/bhuvana-kalva,IND,,30-Jan-95,1133,1137,,3,5
,,"Jovanovic, Anna",,http://www.wtatennis.com/players/player/25377/title/anna-jovanovic,FRA,,02-Jun-00,1133,1137,,3,5
,,"Hrabalova, Kristyna",,http://www.wtatennis.com/players/player/21970/title/kristyna-hrabalova,CZE,,03-Apr-96,1133,1137,,3,5
,,"Fan Chiang, Sing",,http://www.wtatennis.com/players/player/26804/title/sing-fan-chiang,TPE,,15-Dec-00,1133,1137,,3,5
,,"Bizhukova, Tamara",,http://www.wtatennis.com/players/player/16494/title/tamara-bizhukova,RUS,,03-Aug-94,1133,1137,,3,5
,,"Vyrlan, Karina",,http://www.wtatennis.com/players/player/21896/title/karina-vyrlan,USA,,21-Oct-98,1142,1146,,4,5
,,"Sul, You-Na",,http://www.wtatennis.com/players/player/16110/title/you-na-sul,KOR,,14-Mar-93,1142,1146,,4,5
,,"Sliusar, Kateryna",,http://www.wtatennis.com/players/player/21972/title/kateryna-sliusar,UKR,,29-Nov-97,1142,1146,,4,5
,,"Shimizu, Ayano",,http://www.wtatennis.com/players/player/26164/title/ayano-shimizu,JPN,,11-Apr-98,1142,1146,,4,5
,,"Salimova, Sofia",,http://www.wtatennis.com/players/player/23551/title/sofia-salimova,RUS,,28-Oct-95,1142,1146,,4,5
"Sverdlovsk, Russia",Right-handed (two-handed backhand),"Savinykh, Valeria",132,http://www.wtatennis.com/players/player/14578/title/valeria-savinykh,RUS,1.67,20-Feb-91,1142,965,,4,5
,,"Raaholdt, Andrea",,http://www.wtatennis.com/players/player/22116/title/andrea-raaholdt,NOR,,17-Apr-96,1142,1146,,4,5
,,"Prati, Federica",,http://www.wtatennis.com/players/player/22831/title/federica-prati,ITA,,03-Jan-96,1142,1146,,4,5
,,"Oliveira, Barbara",,http://www.wtatennis.com/players/player/13941/title/barbara-oliveira,BRA,,24-Jun-88,1142,1146,,4,5
,,"Pislak, Manca",,http://www.wtatennis.com/players/player/23385/title/manca-pislak,SLO,,09-Sep-97,1142,1146,,4,5
,,"Noe, Julie",,http://www.wtatennis.com/players/player/19308/title/julie-noe,DEN,,19-Mar-96,1142,1146,,4,5
,,"Nikolaev, Valeria",,http://www.wtatennis.com/players/player/20027/title/valeria-nikolaev,ISR,,12-Feb-97,1142,1146,,4,5
,,"Nanda Kumar, Asha",,http://www.wtatennis.com/players/player/11076/title/asha-nanda-kumar,IND,,09-Oct-87,1142,1146,,4,5
,,"Miletic, Kristina",,http://www.wtatennis.com/players/player/25948/title/kristina-miletic,SRB,,01-Jan-99,1142,1146,,4,5
,,"Meliss, Verena",,http://www.wtatennis.com/players/player/22619/title/verena-meliss,ITA,,21-Jul-97,1142,1146,,4,5
,,"Masini, Maria",,http://www.wtatennis.com/players/player/16534/title/maria-masini,ITA,,28-Jan-94,1142,1146,,4,5
