"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"2658","male",1327,1329,"Jea Moon Lee","Right",NA,NA,"1993-07-02","KOR","","",5,4,"http://www.atpworldtour.com/en/players/jea-moon-lee/lb78/overview"
"2659","male",1327,1329,"Sahak Bazrganian","Right",NA,NA,"1993-06-05","USA","","",5,4,"http://www.atpworldtour.com/en/players/sahak-bazrganian/bk89/overview"
"2660","male",1327,1273,"Timur Razmaitov",NA,NA,NA,"1997-04-10","RUS","","",5,4,"http://www.atpworldtour.com/en/players/timur-razmaitov/rd32/overview"
"2661","male",1331,1338,"Lennart Zynga","Right",NA,NA,"1991-10-21","GER","","",5,4,"http://www.atpworldtour.com/en/players/lennart-zynga/z357/overview"
"2662","male",1331,1332,"Vignesh Veerabadran","Right",NA,NA,"1989-03-20","IND","","",5,4,"http://www.atpworldtour.com/en/players/vignesh-veerabadran/v798/overview"
"2663","male",1331,1332,"Simon Friis Soendergaard","Right",NA,NA,"1996-06-26","DEN","","",5,4,"http://www.atpworldtour.com/en/players/simon-friis-soendergaard/st99/overview"
"2664","male",1331,1332,"Juan Carlos Manuel Aguilar","Right",NA,NA,"1998-11-20","BOL","London, England","",5,4,"http://www.atpworldtour.com/en/players/juan-carlos-manuel-aguilar/a09w/overview"
"2665","male",1331,1332,"Vladyslav Orlov",NA,NA,NA,"1995-05-17","UKR","","",5,4,"http://www.atpworldtour.com/en/players/vladyslav-orlov/o659/overview"
"2666","male",1336,1336,"Halit Berke Mangaloglu",NA,NA,NA,"1997-07-05","TUR","","",5,4,"http://www.atpworldtour.com/en/players/halit-berke-mangaloglu/mp10/overview"
"2667","male",1336,1336,"Albert Bisong Bikom",NA,NA,NA,"1993-04-30","NGR","Cross River, Nigeria","",5,4,"http://www.atpworldtour.com/en/players/albert-bisong-bikom/bu81/overview"
"2668","male",1338,1338,"Kelsey Stevenson","Right",183,168,"1990-05-29","CAN","Toronto, Canada","Brighton, Canada",6,4,"http://www.atpworldtour.com/en/players/kelsey-stevenson/sm18/overview"
"2669","male",1338,1346,"Arturs Lazdins","Right",NA,NA,"1997-04-09","LAT","","",6,4,"http://www.atpworldtour.com/en/players/arturs-lazdins/ld60/overview"
"2670","male",1340,1341,"Mauricio Resendiz Dominguez","Right",180,174,"1994-12-09","MEX","Veracruz, Mexico","Veracruz, Mexico",6,4,"http://www.atpworldtour.com/en/players/mauricio-resendiz-dominguez/rc80/overview"
"2671","male",1340,1341,"Kevin Kylar","Right",NA,180,"1994-09-26","CAN","Winnipeg,Canada","Winnipeg,Canada",6,4,"http://www.atpworldtour.com/en/players/kevin-kylar/ke72/overview"
"2672","male",1340,1341,"Marc Dijkhuizen","Left",NA,NA,"1996-04-01","NED","","",6,4,"http://www.atpworldtour.com/en/players/marc-dijkhuizen/dd07/overview"
"2673","male",1340,1341,"Filip Dolezel",NA,NA,NA,"1993-05-29","CZE","","",6,4,"http://www.atpworldtour.com/en/players/filip-dolezel/dc59/overview"
"2674","male",1340,1455,"Charalampos Kapogiannis",NA,NA,NA,"1990-01-13","GRE","","",6,4,"http://www.atpworldtour.com/en/players/charalampos-kapogiannis/kb13/overview"
"2675","male",1340,1348,"Luka Sucevic",NA,NA,NA,"1996-08-11","SRB","","",6,4,"http://www.atpworldtour.com/en/players/luka-sucevic/sx59/overview"
"2676","male",1346,1345,"Alessandro Petrone",NA,NA,NA,"1990-12-23","ITA","","",7,4,"http://www.atpworldtour.com/en/players/alessandro-petrone/pc63/overview"
"2677","male",1347,1346,"Florian Simbozel","Right",NA,NA,"1996-02-16","FRA","","",7,4,"http://www.atpworldtour.com/en/players/florian-simbozel/sy21/overview"
"2678","male",1348,1358,"Jan Zednik","Right",NA,NA,"1993-01-05","CZE","","",7,4,"http://www.atpworldtour.com/en/players/jan-zednik/z356/overview"
"2679","male",1348,1348,"Boris Fassbender",NA,NA,NA,"1998-03-20","FRA","","",7,4,"http://www.atpworldtour.com/en/players/boris-fassbender/fc25/overview"
"2680","male",1348,1348,"Alejandro Davidovich Fokina",NA,NA,NA,"1999-06-05","ESP","","",7,4,"http://www.atpworldtour.com/en/players/alejandro-davidovich-fokina/dh50/overview"
"2681","male",1351,1351,"Adam Majchrowicz","Right",188,176,"1991-10-05","POL","Bydgoszcz, Poland","Niemcz, Poland",8,4,"http://www.atpworldtour.com/en/players/adam-majchrowicz/mi99/overview"
"2682","male",1351,1351,"Tomas Gerini",NA,NA,NA,"1995-07-20","ARG","","",8,4,"http://www.atpworldtour.com/en/players/tomas-gerini/ge98/overview"
"2683","male",1353,1353,"Nicolas Alejandro De Gregorio","Right",183,181,"1991-05-10","ARG","Ituzaingo, Argentina","Ituzaingo, Argentina",8,4,"http://www.atpworldtour.com/en/players/nicolas-alejandro-de-gregorio/d986/overview"
"2684","male",1353,1353,"Mauricio Perez Mota","Right",NA,150,"1993-09-21","ARG","La Rioja, Argentina","La Rioja",8,4,"http://www.atpworldtour.com/en/players/mauricio-perez-mota/pf13/overview"
"2685","male",1353,1353,"Benjamin Dhoe","Right",NA,NA,"1996-08-20","BEL","","",8,4,"http://www.atpworldtour.com/en/players/benjamin-dhoe/dh54/overview"
"2686","male",1353,1353,"Alexander Lebedyn",NA,NA,NA,"1996-04-25","UKR","","",8,4,"http://www.atpworldtour.com/en/players/alexander-lebedyn/lh39/overview"
"2687","male",1353,1353,"Luis Diego Chavez Villalpando",NA,NA,NA,"1995-10-24","ESP","","",8,4,"http://www.atpworldtour.com/en/players/luis-diego-chavez-villalpando/cg35/overview"
"2688","male",1358,1358,"Kirill Kivattsev","Right",191,165,"1997-10-10","RUS","Volgograd, Russia","Russian Federation",8,4,"http://www.atpworldtour.com/en/players/kirill-kivattsev/ki71/overview"
"2689","male",1358,1358,"Sergio Barranco","Left",NA,NA,"1993-04-02","ESP","","",8,4,"http://www.atpworldtour.com/en/players/sergio-barranco/bu29/overview"
"2690","male",1358,1467,"Jorge Lopez Perez Fuster",NA,NA,NA,"1997-05-22","ESP","","",8,4,"http://www.atpworldtour.com/en/players/jorge-lopez-perez-fuster/ld59/overview"
"2691","male",1361,1362,"Plamen Milushev",NA,NA,NA,"1994-08-06","BUL","","",9,4,"http://www.atpworldtour.com/en/players/plamen-milushev/mo03/overview"
"2692","male",1362,1363,"Pawel Zawisza","Right",NA,170,"1996-10-07","POL","Wroclaw, Poland","Olesnica, Poland",9,4,"http://www.atpworldtour.com/en/players/pawel-zawisza/z384/overview"
"2693","male",1362,1363,"Nicolas Podesta","Right",191,163,"1996-07-17","USA","New York City","Rumson, New Jersey",9,4,"http://www.atpworldtour.com/en/players/nicolas-podesta/pl46/overview"
"2694","male",1362,1363,"Cosmin Ontica","Right",NA,NA,"1995-03-22","ROU","","",9,4,"http://www.atpworldtour.com/en/players/cosmin-ontica/o655/overview"
"2695","male",1362,1363,"Eduardo Nava","Right",NA,NA,"1997-03-11","USA","Northridge, California, USA","",9,4,"http://www.atpworldtour.com/en/players/eduardo-nava/n762/overview"
"2696","male",1362,1363,"Santiago Villarruel",NA,NA,NA,"1996-12-17","ARG","","",9,4,"http://www.atpworldtour.com/en/players/santiago-villarruel/v972/overview"
"2697","male",1362,1363,"Victor Poncelet",NA,NA,NA,"1997-12-26","BEL","","",9,4,"http://www.atpworldtour.com/en/players/victor-poncelet/pm60/overview"
"2698","male",1368,1380,"Zach Itzstein",NA,NA,NA,"1988-09-02","AUS","","",10,4,"http://www.atpworldtour.com/en/players/zach-itzstein/i277/overview"
"2699","male",1368,1369,"Vladimir Filip",NA,NA,NA,"1995-07-31","ROU","","",10,4,"http://www.atpworldtour.com/en/players/vladimir-filip/f964/overview"
"2700","male",1370,1370,"Szymon Walkow","Right",178,157,"1995-09-22","POL","Wroclaw, Poland","Wroclaw, Poland",10,4,"http://www.atpworldtour.com/en/players/szymon-walkow/w845/overview"
"2701","male",1370,1370,"Calin Manda",NA,NA,NA,"1998-04-03","ROU","","",10,4,"http://www.atpworldtour.com/en/players/calin-manda/mo35/overview"
"2702","male",1370,1503,"Mubarak Shannan Zayid",NA,NA,NA,"1995-04-14","QAT","","",10,4,"http://www.atpworldtour.com/en/players/mubarak-shannan-zayid/ac39/overview"
"2703","male",1370,1370,"Morgan Bourbon",NA,NA,NA,"1993-03-29","FRA","","",10,4,"http://www.atpworldtour.com/en/players/morgan-bourbon/bm57/overview"
"2704","male",1374,1373,"Keisuke Numajiri","Right",NA,NA,"1995-09-25","JPN","","",10,4,"http://www.atpworldtour.com/en/players/keisuke-numajiri/n717/overview"
"2705","male",1374,1373,"Khalid Allouch","Right",NA,NA,"1991-06-03","MAR","","",10,4,"http://www.atpworldtour.com/en/players/khalid-allouch/ab52/overview"
"2706","male",1374,1373,"Joy Vigani",NA,NA,NA,"1996-10-12","ITA","","",10,4,"http://www.atpworldtour.com/en/players/joy-vigani/v931/overview"
"2707","male",1374,1373,"Nino Portales",NA,NA,NA,"1996-12-28","FRA","","",10,4,"http://www.atpworldtour.com/en/players/nino-portales/pl93/overview"
"2708","male",1374,1373,"Yuanfeng Li",NA,NA,NA,"1993-11-10","CHN","","",10,4,"http://www.atpworldtour.com/en/players/yuanfeng-li/ld33/overview"
"2709","male",1374,1373,"Nitin Kumar Sinha",NA,NA,NA,"1999-02-20","IND","","",10,4,"http://www.atpworldtour.com/en/players/nitin-kumar-sinha/sy50/overview"
"2710","male",1380,1381,"Lakshit Sood","Right",165,137,"1991-02-20","IND","Ludhiana, India","Ghaziabad, India",11,4,"http://www.atpworldtour.com/en/players/lakshit-sood/sm23/overview"
"2711","male",1380,1381,"Nicholas Reyes","Right",188,183,"1995-01-17","USA","Washington D.C.","West Hollywood, CA",11,4,"http://www.atpworldtour.com/en/players/nicholas-reyes/rd46/overview"
"2712","male",1380,1381,"Federico Moreno",NA,NA,NA,"1994-08-05","ARG","","",11,4,"http://www.atpworldtour.com/en/players/federico-moreno/mu93/overview"
"2713","male",1383,1384,"Jacob Kahoun","Right",173,141,"1992-04-05","SUI","Visp, Switzerland","Visp, Switzerland",11,4,"http://www.atpworldtour.com/en/players/jacob-kahoun/kc74/overview"
"2714","male",1383,1384,"Alejandro Moreno Figueroa","Right",180,168,"1988-04-18","MEX","Mexico City, Mexico","",11,4,"http://www.atpworldtour.com/en/players/alejandro-moreno-figueroa/md60/overview"
"2715","male",1383,1373,"Mikhail Korovin","Right",NA,NA,"1996-02-26","RUS","","",11,4,"http://www.atpworldtour.com/en/players/mikhail-korovin/kf31/overview"
"2716","male",1383,1384,"David Fleming","Right",NA,146,"1992-04-05","CHI","Providencia","",11,4,"http://www.atpworldtour.com/en/players/david-fleming/f759/overview"
"2717","male",1387,1389,"Neven Krivokuca","Left",180,150,"1995-09-15","CRO","Stuttgart, Germany","Pula, Croatia",12,4,"http://www.atpworldtour.com/en/players/neven-krivokuca/kd77/overview"
"2718","male",1387,1389,"Cristobal Grandon Diaz","Right",173,165,"1991-06-02","CHI","Punta Arenas","Santiago",12,4,"http://www.atpworldtour.com/en/players/cristobal-grandon-diaz/gc92/overview"
"2719","male",1387,1384,"Wei-De Lin","Right",178,176,"1996-02-05","TPE","Taichung, Taiwan","Taiwan",12,4,"http://www.atpworldtour.com/en/players/wei-de-lin/lf44/overview"
"2720","male",1387,1389,"Taha Tifnouti",NA,NA,NA,"1994-10-10","MAR","","",12,4,"http://www.atpworldtour.com/en/players/taha-tifnouti/tc02/overview"
"2721","male",1387,1384,"Thomas Statzberger",NA,NA,NA,"1992-09-27","AUT","","",12,4,"http://www.atpworldtour.com/en/players/thomas-statzberger/sq32/overview"
"2722","male",1387,1389,"Loic Juszczak",NA,NA,NA,"1997-02-21","BEL","","",12,4,"http://www.atpworldtour.com/en/players/loic-juszczak/j727/overview"
"2723","male",1393,1394,"Andrei Plotniy",NA,NA,NA,"1988-04-07","RUS","","",13,4,"http://www.atpworldtour.com/en/players/andrei-plotniy/pb97/overview"
"2724","male",1394,1310,"Sagadat Ayap","Right",193,170,"1995-05-25","KAZ","Astana, Kazakhstan","Astana, Kazakhstan",13,4,"http://www.atpworldtour.com/en/players/sagadat-ayap/ab19/overview"
"2725","male",1394,1397,"Constantinos Ioannides","Right",178,148,"1995-06-07","CYP","Limassol, Cyprus","Cyprus",13,4,"http://www.atpworldtour.com/en/players/constantinos-ioannides/i403/overview"
"2726","male",1394,1395,"Alp Sentay","Right",180,170,"1998-10-08","TUR","Izmir, Turkey","Istanbul, Turkey",13,4,"http://www.atpworldtour.com/en/players/alp-sentay/su59/overview"
"2727","male",1394,1395,"Bruno Mardones","Right",NA,NA,"1995-12-19","ESP","","",13,4,"http://www.atpworldtour.com/en/players/bruno-mardones/mo92/overview"
"2728","male",1398,1397,"Manuel Barros","Right",191,172,"1994-05-19","ARG","Buenos Aires, Argentina","Argentina",14,4,"http://www.atpworldtour.com/en/players/manuel-barros/bk30/overview"
"2729","male",1398,1397,"Joao Walendowsky","Right",183,176,"1995-09-15","BRA","Brusque, Brazil","Balneário Camboriú",14,4,"http://www.atpworldtour.com/en/players/joao-walendowsky/w640/overview"
"2730","male",1398,1397,"Jonathan Gray","Right",185,161,"1997-04-09","GBR","Maidstone, England","Leeds, England",14,4,"http://www.atpworldtour.com/en/players/jonathan-gray/gk30/overview"
"2731","male",1398,1397,"David Chaplefeh Forchap","Left",NA,NA,"1994-06-11","GER","","",14,4,"http://www.atpworldtour.com/en/players/david-chaplefeh-forchap/f895/overview"
"2732","male",1402,1402,"Shonigmatjon Shofayziyev","Right",203,187,"1993-06-30","UZB","Tashkent, Uzbekistan","Tashkent, Uzbekistan",15,4,"http://www.atpworldtour.com/en/players/shonigmatjon-shofayziyev/sl44/overview"
"2733","male",1402,1402,"Bartosz Wojnar",NA,NA,NA,"1993-09-26","POL","","",15,4,"http://www.atpworldtour.com/en/players/bartosz-wojnar/w642/overview"
"2734","male",1404,1404,"Orel Ovil","Right",NA,NA,"1996-10-20","ISR","","",15,4,"http://www.atpworldtour.com/en/players/orel-ovil/o480/overview"
"2735","male",1405,1405,"Mikael Riondy","Left",NA,NA,"1992-02-23","FRA","","",16,4,"http://www.atpworldtour.com/en/players/mikael-riondy/rd37/overview"
"2736","male",1406,1406,"Sefa Suluoglu",NA,NA,NA,"1995-05-08","TUR","","",17,4,"http://www.atpworldtour.com/en/players/sefa-suluoglu/so05/overview"
"2737","male",1407,1407,"Ameur Ben Hassen",NA,NA,NA,"1993-06-28","TUN","","",19,4,"http://www.atpworldtour.com/en/players/ameur-ben-hassen/bj15/overview"
"2738","male",1408,1408,"Fabrice Martin","Right",198,220,"1986-09-11","FRA","Bayonne, France","Bradenton, FL, USA",1,3,"http://www.atpworldtour.com/en/players/fabrice-martin/me04/overview"
"2739","male",1408,1408,"Purav Raja","Right",183,198,"1985-12-07","IND","Mumbai, India","Mumbai, India",1,3,"http://www.atpworldtour.com/en/players/purav-raja/r823/overview"
"2740","male",1408,1408,"Carsten Ball","Left",198,200,"1987-06-20","AUS","Newport Beach, CA, USA","Newport Beach, CA, USA",1,3,"http://www.atpworldtour.com/en/players/carsten-ball/bd59/overview"
"2741","male",1408,1408,"Mate Valkusz","Right",NA,NA,"1998-08-13","HUN","Budapest, Hungary","",1,3,"http://www.atpworldtour.com/en/players/mate-valkusz/va70/overview"
"2742","male",1408,1408,"Kyle Koch",NA,NA,NA,"1992-10-30","USA","","",1,3,"http://www.atpworldtour.com/en/players/kyle-koch/ki16/overview"
"2743","male",1408,1408,"Matyas Fuele",NA,NA,NA,"1998-12-22","HUN","","",1,3,"http://www.atpworldtour.com/en/players/matyas-fuele/f09u/overview"
"2744","male",1408,1408,"Or Ram-Harel",NA,NA,NA,"1995-02-01","ISR","","",1,3,"http://www.atpworldtour.com/en/players/or-ram-harel/rc24/overview"
"2745","male",1408,1408,"Woo Hyeok Jang",NA,NA,NA,"1993-12-22","KOR","","",1,3,"http://www.atpworldtour.com/en/players/woo-hyeok-jang/j564/overview"
"2746","male",1408,1408,"Guillermo Nunez",NA,NA,NA,"1995-07-22","CHI","","",1,3,"http://www.atpworldtour.com/en/players/guillermo-nunez/n698/overview"
"2747","male",1417,1417,"Spencer Papa","Right",188,190,"1995-10-22","USA","Newport Beach","Edmond, Oklahoma",2,3,"http://www.atpworldtour.com/en/players/spencer-papa/pf91/overview"
"2748","male",1417,1417,"Justin Roberts","Right",NA,NA,"1996-12-04","BAH","","",2,3,"http://www.atpworldtour.com/en/players/justin-roberts/rh17/overview"
"2749","male",1417,1417,"George Jecminek","Right",NA,NA,"1987-01-30","CAN","","",2,3,"http://www.atpworldtour.com/en/players/george-jecminek/j430/overview"
"2750","male",1417,1417,"Felix Corwin",NA,NA,NA,"1996-05-26","USA","","",2,3,"http://www.atpworldtour.com/en/players/felix-corwin/cn15/overview"
"2751","male",1421,1421,"Brendon Moore",NA,NA,NA,"1985-07-06","AUS","","",2,3,"http://www.atpworldtour.com/en/players/brendon-moore/mg18/overview"
"2752","male",1421,1421,"Diego Hidalgo",NA,NA,NA,"1993-04-18","ECU","","",2,3,"http://www.atpworldtour.com/en/players/diego-hidalgo/h928/overview"
"2753","male",1423,1423,"Kareem Allaf","Right",NA,NA,"1998-03-22","SYR","","",3,3,"http://www.atpworldtour.com/en/players/kareem-allaf/ag60/overview"
"2754","male",1424,1424,"Aleksandre Bakshi","Left",NA,NA,"1997-07-15","GEO","","",3,3,"http://www.atpworldtour.com/en/players/aleksandre-bakshi/bp74/overview"
"2755","male",1424,1424,"Jae-Min Seol","Right",193,185,"1990-01-15","KOR","Kyunggi-do","",3,3,"http://www.atpworldtour.com/en/players/jae-min-seol/sj47/overview"
"2756","male",1424,1424,"Mattias Siimar",NA,NA,NA,"1998-02-03","EST","","",3,3,"http://www.atpworldtour.com/en/players/mattias-siimar/sx94/overview"
"2757","male",1424,1424,"Sanhui Shin",NA,NA,NA,"1997-03-18","KOR","","",3,3,"http://www.atpworldtour.com/en/players/sanhui-shin/s09p/overview"
"2758","male",1424,1424,"Niclas Braun",NA,NA,NA,"1996-08-22","GER","","",3,3,"http://www.atpworldtour.com/en/players/niclas-braun/bu37/overview"
"2759","male",1424,1424,"Lukas Finzelberg",NA,NA,NA,"1994-03-12","GER","","",3,3,"http://www.atpworldtour.com/en/players/lukas-finzelberg/f980/overview"
"2760","male",1424,1537,"Luca Giacomini",NA,NA,NA,"1997-10-24","ITA","","",3,3,"http://www.atpworldtour.com/en/players/luca-giacomini/gk24/overview"
"2761","male",1431,1430,"Arjun Kadhe","Right",NA,NA,"1994-01-07","IND","","",3,3,"http://www.atpworldtour.com/en/players/arjun-kadhe/kd43/overview"
"2762","male",1431,1430,"Rene Yegros Codiani",NA,NA,NA,"1991-05-08","ARG","","",3,3,"http://www.atpworldtour.com/en/players/rene-yegros-codiani/y192/overview"
"2763","male",1431,1430,"Dominik Wirlend",NA,NA,NA,"1991-01-29","AUT","","",3,3,"http://www.atpworldtour.com/en/players/dominik-wirlend/w593/overview"
"2764","male",1434,1434,"Christian Harrison","Right",178,160,"1994-05-29","USA","Shreveport, LA, USA","Bradenton, Florida, USA",4,3,"http://www.atpworldtour.com/en/players/christian-harrison/hb05/overview"
"2765","male",1434,1434,"David Souto","Left",NA,NA,"1992-03-26","VEN","","",4,3,"http://www.atpworldtour.com/en/players/david-souto/sk06/overview"
"2766","male",1434,1434,"Benjamin Hannestad","Right",NA,NA,"1997-02-14","DEN","","",4,3,"http://www.atpworldtour.com/en/players/benjamin-hannestad/hh01/overview"
"2767","male",1437,1437,"Ivan Kosec",NA,NA,NA,"1991-04-15","SVK","","",4,3,"http://www.atpworldtour.com/en/players/ivan-kosec/kc30/overview"
"2768","male",1437,1437,"Cristopher Kohl",NA,NA,NA,"1996-09-30","CHI","","",4,3,"http://www.atpworldtour.com/en/players/cristopher-kohl/kg96/overview"
"2769","male",1439,1439,"Sam Taylor","Right",185,172,"1997-07-03","SWE","Gothenburg, Sweden","Gothenburg, Sweden",4,3,"http://www.atpworldtour.com/en/players/sam-taylor/te33/overview"
"2770","male",1439,1439,"Roy Hobbs","Right",183,154,"1989-08-13","SIN","Singapore","Singapore",4,3,"http://www.atpworldtour.com/en/players/roy-hobbs/ha90/overview"
"2771","male",1439,1439,"David Gorsic","Right",NA,NA,"1991-12-02","SLO","","",4,3,"http://www.atpworldtour.com/en/players/david-gorsic/gk21/overview"
"2772","male",1442,1442,"Tom Fawcett","Right",196,205,"1995-10-18","USA","Skokie, Illinois","Winnetka, Il. USA",5,3,"http://www.atpworldtour.com/en/players/tom-fawcett/f974/overview"
"2773","male",1442,1442,"Tim Nekic","Left",NA,NA,"1992-12-09","GER","","",5,3,"http://www.atpworldtour.com/en/players/tim-nekic/n688/overview"
"2774","male",1442,1442,"Duje Delic",NA,NA,NA,"1994-07-17","CRO","","",5,3,"http://www.atpworldtour.com/en/players/duje-delic/db72/overview"
"2775","male",1445,1455,"Martin Alund","Right",183,176,"1985-12-26","ARG","Mendoza, Argentina","Mendoza, Argentina",5,3,"http://www.atpworldtour.com/en/players/martin-alund/a539/overview"
"2776","male",1445,1608,"Yibing Wu","Right",NA,NA,"1999-10-14","CHN","Hangzhou, Zhejiang, China","",5,3,"http://www.atpworldtour.com/en/players/yibing-wu/wb32/overview"
"2777","male",1445,1445,"Liam Caruana","Right",NA,NA,"1998-01-22","USA","","",5,3,"http://www.atpworldtour.com/en/players/liam-caruana/co06/overview"
"2778","male",1445,1445,"Benjamin Hassan",NA,NA,NA,"1995-02-04","GER","","",5,3,"http://www.atpworldtour.com/en/players/benjamin-hassan/hg94/overview"
"2779","male",1445,1445,"Adam Thornton-Brown",NA,NA,NA,"1991-05-15","GBR","","",5,3,"http://www.atpworldtour.com/en/players/adam-thornton-brown/tb90/overview"
"2780","male",1445,1445,"Hong Kit Wong",NA,NA,NA,"1998-08-30","HKG","","",5,3,"http://www.atpworldtour.com/en/players/hong-kit-wong/wb15/overview"
"2781","male",1451,1449,"Maxim Tybar","Right",NA,NA,"1998-06-01","BLR","Minsk, Belarus","",6,3,"http://www.atpworldtour.com/en/players/maxim-tybar/tg53/overview"
"2782","male",1452,1450,"Andreas Mies","Right",188,185,"1990-08-21","GER","Cologne, Germany","Cologne, Germany",6,3,"http://www.atpworldtour.com/en/players/andreas-mies/mj40/overview"
"2783","male",1452,1450,"Jajbir Saran",NA,NA,NA,"1995-01-01","IND","","",6,3,"http://www.atpworldtour.com/en/players/jajbir-saran/sy54/overview"
"2784","male",1452,1450,"Marin Bradaric",NA,NA,NA,"1985-09-05","CRO","","",6,3,"http://www.atpworldtour.com/en/players/marin-bradaric/bc14/overview"
"2785","male",1455,1455,"Blake Ellis","Right",191,165,"1999-01-06","AUS","Brisbane","Brisbane",6,3,"http://www.atpworldtour.com/en/players/blake-ellis/ea27/overview"
"2786","male",1455,1455,"Marcelo Plaza","Right",180,172,"1994-01-27","CHI","Santiago, Chile","Limelette, Belgium",6,3,"http://www.atpworldtour.com/en/players/marcelo-plaza/pf18/overview"
"2787","male",1455,1455,"Philip Orno","Right",NA,NA,"1986-12-09","DEN","","",6,3,"http://www.atpworldtour.com/en/players/philip-orno/o453/overview"
"2788","male",1455,1455,"Manuel Pena Lopez",NA,NA,NA,"1998-02-10","ARG","","",6,3,"http://www.atpworldtour.com/en/players/manuel-pena-lopez/pj32/overview"
"2789","male",1455,1455,"Alexei Filenkov",NA,NA,NA,"1981-05-17","RUS","","",6,3,"http://www.atpworldtour.com/en/players/alexei-filenkov/f417/overview"
"2790","male",1455,1455,"Juan Pablo Canas Garcia",NA,NA,NA,"1997-03-08","ESP","","",6,3,"http://www.atpworldtour.com/en/players/juan-pablo-canas-garcia/cj53/overview"
"2791","male",1461,1464,"Petar Trendafilov","Right",180,165,"1984-09-11","BUL","Dimitrovgrad","Bulgaria",7,3,"http://www.atpworldtour.com/en/players/petar-trendafilov/t888/overview"
"2792","male",1461,1464,"Jae Hwan Kim","Left",183,187,"1994-09-23","KOR","","",7,3,"http://www.atpworldtour.com/en/players/jae-hwan-kim/kc89/overview"
"2793","male",1461,1464,"Vicente Lagos","Right",175,161,"1996-01-23","CHI","Santiago, Chile","",7,3,"http://www.atpworldtour.com/en/players/vicente-lagos/lh66/overview"
"2794","male",1464,1481,"Darren K. Polkinghorne","Right",170,154,"1993-02-26","AUS","Port Lincoln","Adelaide, Australia",7,3,"http://www.atpworldtour.com/en/players/darren-k-polkinghorne/pg86/overview"
"2795","male",1464,1467,"Ondrej Krstev","Left",NA,NA,"1997-06-13","CZE","Pilsen, Czech Republic","",7,3,"http://www.atpworldtour.com/en/players/ondrej-krstev/kh44/overview"
"2796","male",1464,1467,"Vignesh Peranamallur","Right",173,165,"1987-11-06","IND","Chennai, India","",7,3,"http://www.atpworldtour.com/en/players/vignesh-peranamallur/pc36/overview"
"2797","male",1464,1467,"Sergiu Ioan Bucur","Right",NA,NA,"1997-04-11","ROU","","",7,3,"http://www.atpworldtour.com/en/players/sergiu-ioan-bucur/bt73/overview"
"2798","male",1464,1467,"Robert Galloway","Right",NA,NA,"1992-09-24","USA","","",7,3,"http://www.atpworldtour.com/en/players/robert-galloway/g09v/overview"
"2799","male",1464,1467,"Panu Virtanen",NA,NA,NA,"1996-02-17","FIN","","",7,3,"http://www.atpworldtour.com/en/players/panu-virtanen/v930/overview"
"2800","male",1464,1481,"Yang Lu",NA,NA,NA,"1992-09-19","CHN","","",7,3,"http://www.atpworldtour.com/en/players/yang-lu/la10/overview"
"2801","male",1464,1467,"Ivo Mijic",NA,NA,NA,"1990-01-15","GER","","",7,3,"http://www.atpworldtour.com/en/players/ivo-mijic/mf54/overview"
"2802","male",1464,1467,"Bhavesh Gour",NA,NA,NA,"1990-06-07","IND","","",7,3,"http://www.atpworldtour.com/en/players/bhavesh-gour/gj83/overview"
"2803","male",1464,1467,"Filippo Borella",NA,NA,NA,"1993-07-19","ITA","","",7,3,"http://www.atpworldtour.com/en/players/filippo-borella/bj74/overview"
"2804","male",1474,1477,"Antoine Richard","Left",193,181,"1994-02-19","CAN","Laval, Canada","Laval, Canada",8,3,"http://www.atpworldtour.com/en/players/antoine-richard/rb93/overview"
"2805","male",1474,1477,"Cesar Testoni",NA,NA,NA,"1995-10-04","FRA","","Reunion",8,3,"http://www.atpworldtour.com/en/players/cesar-testoni/tg78/overview"
"2806","male",1474,1477,"Alexander Zhurbin",NA,NA,NA,"1992-01-14","RUS","","",8,3,"http://www.atpworldtour.com/en/players/alexander-zhurbin/z301/overview"
"2807","male",1474,1488,"Mark Vervoort",NA,NA,NA,"1990-10-07","NED","","",8,3,"http://www.atpworldtour.com/en/players/mark-vervoort/v612/overview"
"2808","male",1474,1477,"Diego-Jose Manrique-Velazquez",NA,NA,NA,"1989-07-23","ESP","","",8,3,"http://www.atpworldtour.com/en/players/diego-jose-manrique-velazquez/mh81/overview"
"2809","male",1479,1492,"Congsup Congcar","Right",175,150,"1996-08-21","THA","Bangkok, Thailand","Bangkok, Thailand",8,3,"http://www.atpworldtour.com/en/players/congsup-congcar/cm88/overview"
"2810","male",1479,1492,"Lukas Ruepke","Right",180,187,"1993-07-06","GER","Bremen, Germany","Bremen, Germany",8,3,"http://www.atpworldtour.com/en/players/lukas-ruepke/rd34/overview"
"2811","male",1479,1481,"Levente Godry","Right",185,194,"1992-04-17","HUN","Budapest, Hungary","Hungary,Budapest",8,3,"http://www.atpworldtour.com/en/players/levente-godry/gc66/overview"
"2812","male",1479,1492,"Victor Girat Magin","Right",183,181,"1993-09-28","FRA","Paris, France","Paris, France",8,3,"http://www.atpworldtour.com/en/players/victor-girat-magin/ge58/overview"
"2813","male",1479,1492,"Luis Fernando Ramirez","Right",NA,NA,"1991-12-02","VEN","","",8,3,"http://www.atpworldtour.com/en/players/luis-fernando-ramirez/rb40/overview"
